Name,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Resident Evil: The Darkside Chronicles,75,55,8,60,1.05
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,81,31,9,36,1.05
NBA 2K3,89,21,8,22,1.05
LEGO The Lord of the Rings,82,16,8.3,85,1.05
The Simpsons: Road Rage,61,17,8.3,6,1.05
Dave Mirra Freestyle BMX,82,14,8.4,5,1.05
EA Sports UFC,70,57,6.1,279,1.05
Forza Motorsport,92,73,7.6,213,1.05
Virtua Tennis 3,80,35,7.9,32,1.05
MVP Baseball 2003,81,22,8.9,17,1.04
Legacy of Kain: Soul Reaver,91,17,9,132,1.04
WWE SmackDown vs. Raw 2010,80,59,8.4,36,1.04
Sleeping Dogs,83,40,7.7,645,1.04
Naruto: Clash of Ninja 2,74,22,8.9,39,1.04
Dance Dance Revolution SuperNOVA,73,25,8.7,6,1.04
Aliens vs Predator,65,57,7.3,168,1.04
F-Zero: Maximum Velocity,86,19,8.5,22,1.04
Sonic the Hedgehog,46,38,4.4,455,1.04
Need for Speed: Most Wanted,83,32,8.8,29,1.04
The Simpsons Game,71,52,7.7,71,1.03
F1 2012,81,23,7.5,54,1.03
Brink,68,85,5.8,404,1.03
MX vs. ATV Unleashed,79,30,8.4,17,1.03
WipEout Pure,88,56,7.9,102,1.03
UFC Undisputed 3,86,30,7.4,92,1.03
LEGO Pirates of the Caribbean: The Video Game,73,54,7,31,1.03
Tom Clancy's Ghost Recon Advanced Warfighter 2,84,29,8.1,41,1.03
Super Princess Peach,75,48,7.6,33,1.03
Guinness World Records: The Videogame,67,12,7,8,1.03
NCAA March Madness 2004,82,16,8.8,12,1.03
The Legend of Zelda: Twilight Princess HD,86,74,8.4,329,1.03
LEGO Indiana Jones: The Original Adventures,77,36,7.7,30,1.03
Tomb Raider,86,18,8.5,3552,1.03
Street Fighter Alpha 3,93,12,8.5,46,1.03
MySims Agents,78,28,8.6,28,1.03
MotorStorm: Arctic Edge,79,58,8.8,39,1.02
FIFA Soccer 08,65,13,6.1,26,1.02
Tiger Woods PGA Tour 08,72,24,7,22,1.02
Dragon Ball Z: Budokai Tenkaichi 3,72,27,8.4,61,1.02
Shrek 2,70,25,6.4,14,1.02
NBA 2K17,90,17,6.2,91,1.02
Tom Clancy's Ghost Recon Advanced Warfighter 2,86,58,8.1,89,1.02
Sonic Unleashed,54,24,7.9,130,1.02
Disney Universe,61,11,6,5,1.02
Dance on Broadway,48,6,3.3,4,1.02
LEGO Indiana Jones 2: The Adventure Continues,71,41,7.4,25,1.02
Bulletstorm,84,83,7.6,439,1.02
Skylanders SWAP Force,83,31,5.3,33,1.02
Madden NFL 07,83,27,8.7,6,1.02
Sonic Generations,66,29,6.9,108,1.02
Rock Band 2,92,10,7.7,45,1.02
Harry Potter and the Prisoner of Azkaban,70,29,8.7,29,1.02
Pokemon Conquest,80,40,8.2,89,1.02
Wall-E,51,18,3.6,8,1.01
Naruto: Clash of Ninja Revolution,74,23,8,27,1.01
Ace Combat 6: Fires of Liberation,80,54,7.9,101,1.01
The Simpsons Game,64,19,6.1,38,1.01
Ninja Gaiden II,81,74,8,302,1.01
Assassin's Creed: Rogue,72,32,7.3,318,1.01
Rayman Legends,90,16,8.5,525,1.01
Prince of Persia,81,73,7,189,1.01
Monster Rancher,86,5,8.3,10,1.01
ZombiU,77,70,7.7,758,1.01
Pokken Tournament,76,74,8,273,1.01
Ford Racing 2,51,5,8,8,1
NERF N-Strike Elite,67,12,4.5,6,1
God of War: Ghost of Sparta,86,73,8.4,255,1
SoulCalibur II,92,39,8.9,54,1
Dynasty Warriors 3: Xtreme Legends,72,16,9.3,54,1
Rayman Origins,87,43,8.4,238,1
NFL Fever 2002,79,24,8.5,10,0.99
Just Dance 2014,79,16,7.8,33,0.99
NCAA Football 12,82,25,6.6,49,0.99
UFC Undisputed 3,85,60,7.6,88,0.99
Kirby: Mass Attack,83,46,8.6,55,0.99
Haze,55,65,6.5,294,0.99
Oddworld: Abe's Exoddus,88,13,9.1,69,0.99
The Bouncer,66,20,8,35,0.99
DiRT 2,87,63,8.2,94,0.99
Guitar Hero: Aerosmith,70,39,5,26,0.99
Shadow The Hedgehog,51,22,6.6,120,0.99
EyePet,70,35,8.2,20,0.99
Apollo Justice: Ace Attorney,78,48,8.1,84,0.99
Ace Combat X: Skies of Deception,75,26,8.3,30,0.99
Dark Souls,89,66,8.4,1106,0.99
Midnight Club: LA Remix,79,26,8.7,43,0.98
Pro Evolution Soccer 2008,80,17,6.8,11,0.98
FIFA Soccer 10,75,21,6.2,17,0.98
Tales of Graces f,77,55,8.2,336,0.98
Fallout 3,91,48,7.9,3450,0.98
Mario Party Advance,54,27,5.4,34,0.98
Zoo Tycoon DS,44,19,6.6,25,0.98
WWE SmackDown vs Raw 2008,59,13,5.9,18,0.98
Dead Space 3,78,68,6.4,694,0.98
Suikoden III,86,23,7.7,113,0.98
Tom Clancy's Splinter Cell: Blacklist,82,58,7.5,383,0.98
NBA 2K10,82,46,7.6,34,0.97
NCAA Football 06,87,38,8.3,27,0.97
Grand Theft Auto: San Andreas,93,47,8.9,1841,0.97
Madden NFL 08,81,31,5.3,33,0.97
Fire Emblem,88,31,9.2,144,0.97
Brutal Legend,82,88,8,268,0.97
Disney Infinity,75,21,5.9,47,0.97
NHL 2004,85,19,7.6,53,0.97
Grand Theft Auto: Vice City Stories,75,37,7.9,67,0.97
FIFA Soccer 2005,81,34,8.7,23,0.97
Mass Effect 3,89,23,5.5,5926,0.97
Cars,54,17,2.1,11,0.97
Band Hero,79,20,6.6,15,0.97
Skylanders: Spyro's Adventure,78,35,5.2,53,0.97
LEGO Harry Potter: Years 5-7,77,35,7.9,39,0.97
LEGO Star Wars II: The Original Trilogy,84,25,9.1,16,0.97
Medal of Honor: Underground,86,16,9,44,0.97
Dark Cloud 2,87,41,9.1,174,0.96
Far Cry 3,88,43,8.2,3183,0.96
Evolve,76,46,4.3,894,0.96
Dead Space 3,76,37,6.4,522,0.96
NHL 2001,85,22,8.1,9,0.96
Farming Simulator 2013,65,12,7.5,111,0.96
Guitar Hero: Warriors of Rock,77,26,7.5,17,0.96
de Blob,82,48,8.6,73,0.96
Shinobi,71,33,7.9,43,0.96
Mortal Kombat: Deadly Alliance,81,27,8.4,24,0.96
The Witcher 2: Assassins of Kings,88,76,8.5,4378,0.96
Sniper Elite V2,70,21,6.9,92,0.96
ESPN NBA 2K5,85,28,8.7,22,0.95
Gangs of London,52,47,6.7,18,0.95
Mario Tennis Open,69,58,6.9,110,0.95
PilotWings Resort,71,64,7.4,88,0.95
World Championship Poker,60,8,7.7,11,0.95
My Weight Loss Coach,63,4,7.6,7,0.95
Tom Clancy's Splinter Cell: Chaos Theory,87,29,8.6,53,0.95
Sonic Unleashed,60,50,7.8,238,0.95
SpongeBob SquarePants: Battle for Bikini Bottom,71,10,8.6,34,0.95
PlayStation All-Stars Battle Royale,74,69,7.3,540,0.95
Pro Evolution Soccer 2014,78,39,4.1,303,0.95
Yakuza 4,78,59,8,177,0.95
Tom Clancy's Ghost Recon: Future Soldier,79,18,6.9,156,0.95
Kessen,75,20,8.4,12,0.95
Driver: San Francisco,79,53,7.7,114,0.95
Army of Two: The 40th Day,73,79,7.3,126,0.95
Lost Planet 2,68,56,6.9,62,0.95
LEGO Pirates of the Caribbean: The Video Game,73,42,7.1,34,0.95
Killzone,70,67,7.4,254,0.94
The SpongeBob SquarePants Movie,73,9,7.8,13,0.94
Star Fox 64 3D,81,65,8.2,231,0.94
Castlevania: Lament of Innocence,79,45,8.4,74,0.94
Tom Clancy's Splinter Cell: Blacklist,84,27,7.7,314,0.94
Skylanders: Spyro's Adventure,77,18,4.8,42,0.94
Phantasy Star Portable,64,38,7.8,19,0.94
WWE SmackDown vs. Raw 2009,78,37,7,49,0.94
NCAA Football 10,83,26,6.7,37,0.94
Brutal Legend,83,61,7.6,162,0.94
Tony Hawk: RIDE,47,15,4.5,21,0.94
Bully,87,69,9.1,293,0.94
Prince of Persia: The Sands of Time,92,41,7.8,72,0.94
MLB 06: The Show,83,30,8.9,31,0.94
NHL 2003,79,20,6.8,18,0.93
Naruto Shippuden: Ultimate Ninja Storm 3,77,32,7.9,187,0.93
EA Sports UFC 2,79,38,6.2,157,0.93
The Sims 2,70,13,6.1,24,0.93
Tony Hawk's Pro Skater 4,90,25,8.5,21,0.93
Dragon Age: Inquisition,85,28,6.9,703,0.93
White Knight Chronicles: International Edition,64,77,7.5,213,0.93
SingStar Abba,70,26,5.5,4,0.93
Kirby: Planet Robobot,81,71,8.7,87,0.93
Guitar Hero: Metallica,85,20,8.6,17,0.93
Teenage Mutant Ninja Turtles,71,16,8.8,8,0.93
Bayonetta,90,86,8,597,0.93
MLB 07: The Show,83,25,8.6,19,0.93
Cars,71,21,7,5,0.93
Build-A-Bear Workshop,61,11,4.8,5,0.93
Kingdom Hearts Re:coded,66,58,7,76,0.93
Operation Flashpoint: Dragon Rising,77,47,7.8,112,0.93
Lego Batman 3: Beyond Gotham,73,43,7.1,75,0.93
Wipeout: In The Zone,39,5,5.6,8,0.93
Brothers in Arms: Hell's Highway,76,48,8,70,0.93
The LEGO Movie Videogame,80,5,6.8,12,0.93
Assassin's Creed III,80,21,6.2,1489,0.93
Borderlands 2,89,38,8.2,2482,0.93
Teenage Mutant Ninja Turtles,59,29,8.7,31,0.92
Disney Magical World,71,27,7.5,21,0.92
Top Gun: Combat Zones,63,17,3.3,9,0.92
NCAA Football 11,86,29,7.1,70,0.92
007: The World is not Enough,61,11,6.7,44,0.92
Phoenix Wright: Ace Attorney,81,53,9.2,203,0.92
MLB 15: The Show,80,44,7.8,190,0.92
South Park: The Stick of Truth,85,31,8.5,575,0.92
South Park: The Stick of Truth,82,33,8.4,363,0.92
MLB 12: The Show,87,23,7.5,75,0.92
SpongeBob SquarePants: The Yellow Avenger,48,9,6.4,13,0.92
Dante's Inferno,73,71,7.7,224,0.92
Wii Play: Motion,60,34,6.1,16,0.92
WWE SmackDown vs. Raw 2009,79,47,7.1,34,0.92
Sonic Riders,59,32,8,46,0.92
Blue Dragon,79,56,7.8,161,0.92
Harvest Moon 3D: A New Beginning,74,21,8.2,62,0.91
Kung Fu Panda,70,20,6.7,7,0.91
EA Sports Active 2,78,20,5.4,14,0.91
Knockout Kings 2002,76,23,8.1,12,0.91
Tom Clancy's EndWar,77,63,7.2,53,0.91
LEGO Harry Potter: Years 5-7,76,27,8.3,48,0.91
Tokyo Xtreme Racer 3,63,15,8.9,23,0.91
Xenoblade Chronicles,92,59,8.9,950,0.91
Colin McRae Rally 2.0,90,13,8.7,31,0.91
Dynasty Warriors 7,57,25,7.4,57,0.91
NBA 2K14,86,15,5.7,183,0.91
SSX,81,38,6.8,110,0.91
Sonic Riders: Zero Gravity,56,26,8.1,57,0.91
Sonic Mega Collection Plus,75,20,7.9,12,0.91
Operation Flashpoint: Dragon Rising,76,42,6.5,53,0.91
Tiger Woods PGA Tour 2002,80,23,7.6,5,0.9
Lost Odyssey,78,68,8.3,432,0.9
Street Fighter V,77,80,3.4,1221,0.9
Just Cause 3,71,24,7,186,0.9
MLB 2005,78,36,7.6,9,0.9
Marvel: Ultimate Alliance 2,73,75,7.3,82,0.9
Burnout Revenge,90,52,8.8,114,0.9
Crysis 3,76,45,6.7,344,0.9
The Witcher 2: Assassins of Kings,88,82,8.3,818,0.9
Homefront,70,60,5.7,174,0.9
LEGO Jurassic World,70,46,7,80,0.9
The Elder Scrolls Online,71,64,5.7,2421,0.9
Hot Shots Tennis,70,44,8.1,8,0.9
MX vs. ATV Reflex,74,44,7.4,10,0.9
Madden NFL 25,74,13,5.2,118,0.9
Sonic Heroes,73,28,7.6,34,0.9
Spider-Man 3,50,14,6.5,28,0.9
James Bond 007: Agent Under Fire,71,16,7.5,15,0.9
LEGO Marvel Super Heroes,61,4,5.2,11,0.9
DJ Hero,86,53,7.8,49,0.9
X-Men Legends,82,63,8.5,14,0.9
NBA Live 2005,85,28,7.6,14,0.9
Harry Potter: Quidditch World Cup,68,21,6.6,27,0.9
Blitz: The League,76,25,8,20,0.89
Castlevania: Circle of the Moon,91,22,8.5,59,0.89
SOCOM 4: U.S. Navy SEALs,67,64,6.3,121,0.89
Tiger Woods PGA Tour 06,83,29,6.2,16,0.89
FIFA Street,77,47,6.7,58,0.89
Classic NES Series: The Legend of Zelda,84,16,8.6,58,0.89
Fire Emblem: The Sacred Stones,85,38,9.1,132,0.89
Killzone: Liberation,77,56,8.3,80,0.89
Finding Nemo,62,11,5.5,8,0.89
Ace Combat 2,83,10,8.2,22,0.89
NFL 2K2,85,16,7.5,6,0.89
Pure,83,43,7.8,30,0.89
Resistance: Retribution,81,67,8.1,84,0.89
Call of Duty: World at War,75,12,7.8,20,0.89
Tiger Woods PGA Tour 12: The Masters,80,41,7.3,17,0.89
FIFA Soccer 09 All-Play,80,18,8.4,22,0.89
LEGO Indiana Jones 2: The Adventure Continues,70,25,7.1,16,0.89
Fossil Fighters,70,17,7.9,15,0.89
NCAA Football 13,79,9,4.1,34,0.89
Samba De Amigo,68,43,8.1,40,0.88
The Simpsons Game,71,30,7.5,49,0.88
Call of Duty: Modern Warfare 2,86,40,4.2,6430,0.88
The Tomb Raider Trilogy,78,37,8.1,60,0.88
F1 2010,84,43,7.5,65,0.88
Call of Juarez: Bound in Blood,78,47,7.8,91,0.88
NBA 2K6,84,23,8.3,13,0.88
Dissidia 012: Duodecim Final Fantasy,78,52,8.3,144,0.88
Monster 4X4: World Circuit,51,11,7.8,17,0.88
Far Cry: Primal,77,27,6.4,194,0.88
Resident Evil: Revelations,82,78,8.5,397,0.88
Sonic Chronicles: The Dark Brotherhood,74,55,7.3,81,0.88
Star Wars: The Force Unleashed,61,8,5.5,18,0.88
Grand Theft Auto IV,90,40,6.6,2299,0.88
Rock Band 3,93,57,8.2,137,0.88
WWE SmackDown vs. Raw 2011,75,49,7.6,45,0.88
ESPN NHL 2K5,86,25,8.1,18,0.88
Borderlands: The Handsome Collection,82,49,7.8,345,0.88
Crimson Skies: High Road to Revenge,88,49,8.8,45,0.87
Madden NFL 08,76,29,6.8,27,0.87
Spec Ops: Ranger Elite,48,4,6.6,16,0.87
F1 2009,69,29,7.2,30,0.87
Tom Clancy's Ghost Recon: Island Thunder,81,33,8.8,17,0.87
Sleeping Dogs,80,47,7.9,468,0.87
Kingdoms of Amalur: Reckoning,80,71,7.7,446,0.87
Kingdom Hearts Re: Chain of Memories,68,20,7.2,105,0.87
Phantasy Star Portable 2,69,27,8.1,35,0.87
Michael Jackson: The Experience,63,31,6.8,29,0.87
LittleBigPlanet Karting,73,69,6.9,159,0.87
Tony Hawk's Project 8,69,17,7.3,19,0.87
GRID,87,62,7.9,131,0.87
DiRT,83,59,7.4,94,0.87
Red Faction: Guerrilla,85,84,8.1,237,0.87
Fight Night Round 2,88,37,9,37,0.87
Conflict: Desert Storm,65,14,8.1,17,0.87
Cooking Mama: World Kitchen,62,17,4.9,12,0.87
Brothers in Arms: Hell's Highway,76,65,8.3,149,0.87
Vagrant Story,92,19,8.3,129,0.87
Warriors Orochi,55,14,8.2,16,0.87
Crysis 3,77,23,6.3,288,0.87
Mercenaries 2: World in Flames,72,43,7.1,73,0.87
Ghostbusters: The Video Game,76,29,8.5,28,0.86
Guitar Hero Live,80,69,6.2,160,0.86
Endless Ocean: Blue World,76,42,8.5,26,0.86
Winning Eleven: Pro Evolution Soccer 2007,81,10,8.3,14,0.86
Rocky,74,14,8.4,11,0.86
Ford Racing,53,4,5.8,4,0.86
Guitar Hero: Warriors of Rock,72,65,6.5,51,0.86
Lemmings,76,46,7.9,14,0.86
Dynasty Warriors 4: Xtreme Legends,72,15,9.1,39,0.86
2010 FIFA World Cup South Africa,83,61,8.1,58,0.85
Tomb Raider: Anniversary,73,22,7.3,25,0.85
NBA 2K8,81,33,7,28,0.85
Tiger Woods PGA Tour 2005,88,26,8.9,14,0.85
Kingdoms of Amalur: Reckoning,81,34,7.6,376,0.85
Dragon Ball Z: Burst Limit,71,32,7.2,51,0.85
Tekken Tag Tournament 2,82,50,8.2,193,0.85
Ninja Gaiden Sigma 2,83,52,7.7,115,0.85
Ratatouille,65,9,8,11,0.85
Burnout 2: Point of Impact,86,31,8.2,48,0.85
Wii Fit U,72,19,7.7,72,0.85
Street Fighter EX3,64,17,7.9,31,0.85
The Legendary Starfy,75,25,8.4,26,0.85
NCAA Football 11,85,22,7.4,25,0.85
The House of the Dead: Overkill,78,65,8.7,95,0.85
Army of Two: The 40th Day,74,56,7,88,0.85
Darksiders II,84,39,7.1,422,0.84
Spider-Man 2,80,41,8.8,30,0.84
The Lord of the Rings: War in the North,61,48,7.4,113,0.84
 Tales of Xillia 2,71,59,7.9,216,0.84
Ghostbusters: The Video Game,78,74,7.9,96,0.84
The Incredibles,63,27,7.1,7,0.84
Xenoblade Chronicles X,84,87,8.9,1548,0.84
NBA 2K10,83,30,7.8,39,0.84
Skate 2,84,50,7.8,53,0.84
Big Mutha Truckers,62,15,5.3,20,0.84
Rogue Galaxy,83,59,8.4,89,0.84
ESPN College Hoops 2K5,86,14,8.1,10,0.84
NCAA Football 14,77,9,6.2,40,0.84
Harry Potter and the Order of the Phoenix,51,15,4.9,19,0.84
Sniper Elite V2,67,37,6.8,131,0.84
Metroid: Zero Mission,89,50,9,132,0.84
Burnout Legends,86,53,8.4,108,0.84
Blazing Angels: Squadrons of WWII,57,11,6.7,28,0.83
Madden NFL 09 All-Play,82,19,7.2,22,0.83
Dynasty Warriors 2,75,17,8.8,24,0.83
Madden NFL 07,78,18,6.6,16,0.83
Time Crisis 4,60,52,7.4,21,0.83
Duke Nukem Forever,49,76,4.4,456,0.83
Lizzie McGuire 2: Lizzie Diaries,57,6,5,5,0.83
NCAA Football 12,82,17,5.8,41,0.83
Brute Force,77,45,7.8,49,0.83
Tiger Woods PGA Tour 11,78,40,6.7,17,0.83
WWE SmackDown vs. Raw 2009,79,18,8.5,18,0.83
Sly 3: Honor Among Thieves,83,59,8.8,130,0.83
MLB SlugFest 20-03,77,25,8.2,6,0.83
Need for Speed: Nitro,69,41,7.4,38,0.83
Street Fighter X Tekken,84,51,5.3,191,0.83
Sid Meier's Civilization Revolution,84,55,7.8,171,0.83
Tales of the Abyss,75,33,7.6,197,0.83
Dragon Age II,82,52,4.3,1197,0.83
Call of Duty: Modern Warfare 3,70,16,1.8,442,0.82
James Bond 007: Nightfire,78,30,7.8,25,0.82
Tony Hawk's Pro Skater 3,91,27,9,27,0.82
Marvel: Ultimate Alliance,81,29,8.2,33,0.82
DJ Hero 2,86,66,7.9,23,0.82
Harvest Moon: Tree of Tranquility,65,18,8.2,28,0.82
Tony Hawk's Underground 2 Remix,83,49,8,34,0.82
Need for Speed: Hot Pursuit 2,75,18,6.4,15,0.82
Amped: Freestyle Snowboarding,78,30,9,20,0.82
Stranglehold,77,59,7.6,91,0.82
Shin Megami Tensei: Persona 4,90,47,8.9,634,0.82
Devil May Cry HD Collection,74,27,8.8,158,0.82
The Lord of the Rings: War in the North,63,33,7,100,0.82
Dance Central 3,86,43,8,45,0.81
Tales of Destiny II,78,9,8.7,31,0.81
NASCAR 2001,73,8,6.1,9,0.81
The Legend of Zelda: Four Swords Adventures,86,55,7.2,74,0.81
MediEvil: Resurrection,66,43,8.7,52,0.81
Valkyrie Profile,81,8,8.8,37,0.81
Shaun White Snowboarding,60,48,7.6,25,0.81
Patapon,86,60,8.7,102,0.81
Pro Evolution Soccer 2010,78,34,7.6,29,0.81
Tom Clancy's Rainbow Six 3,70,34,8.2,17,0.81
Madden NFL 25,73,18,5.9,111,0.81
NCAA Football 10,80,20,6.9,14,0.81
Guitar Hero: Warriors of Rock,74,46,7.1,30,0.81
The Sims 2,75,31,4.4,166,0.81
Dragon Ball: Raging Blast 2,60,27,7.5,63,0.81
Yakuza,75,58,8.2,73,0.8
Star Wars Rogue Squadron III: Rebel Strike,75,36,7.6,50,0.8
Hitman: Contracts,80,39,8.3,43,0.8
Professor Layton vs Phoenix Wright: Ace Attorney,79,69,8.5,99,0.8
Ben 10: Alien Force,45,6,7.8,11,0.8
Final Fantasy Anthology,80,14,8.1,28,0.8
DiRT 2,87,65,8.2,110,0.8
Prince of Persia: Warrior Within,83,55,7.5,35,0.8
Killzone: Mercenary,78,86,8.9,513,0.8
Pro Evolution Soccer 2010,72,9,4.6,5,0.8
Guitar Hero: Metallica,84,62,8.1,79,0.8
Final Fantasy X / X-2 HD Remaster,86,14,8.5,223,0.8
Need for Speed: Hot Pursuit 2,68,16,8.3,15,0.8
Rayman Raving Rabbids 2,57,8,7,15,0.8
The Sims 2: Pets,57,9,7.3,10,0.79
Dragon Ball Z: Budokai Tenkaichi 2,73,31,8.6,61,0.79
Guitar Hero: Aerosmith,71,11,6.3,15,0.79
Star Wars The Clone Wars: Republic Heroes,48,10,6.4,5,0.79
pro evolution soccer 2011,74,10,5.8,5,0.79
Harvest Moon: A Wonderful Life,79,28,8.9,148,0.79
DmC: Devil May Cry,85,40,5.3,1471,0.79
Motocross Mania,34,6,5.3,6,0.79
Darksiders II,83,63,8,456,0.79
Need for Speed Rivals,76,12,5.4,107,0.79
[Prototype 2],74,69,7,173,0.79
Armored Core 2,78,23,8.4,19,0.79
The Godfather II,65,72,6.9,60,0.79
Dragon's Dogma,75,59,7.8,320,0.79
Pro Evolution Soccer 2016,87,54,7.1,680,0.79
Rare Replay,84,75,7.7,325,0.79
Band Hero,76,52,5,30,0.79
NCAA Football 08,83,6,8.3,23,0.79
FIFA Soccer 2004,82,20,8.2,23,0.79
The Sims 2: Castaway,64,5,7.3,18,0.79
Star Ocean: The Last Hope,72,56,7.2,150,0.79
Sniper: Ghost Warrior,53,17,6,34,0.79
Invizimals,69,32,7.3,19,0.79
WWE 2K15,55,5,3.1,57,0.78
Too Human,65,80,7,458,0.78
Tiger Woods PGA Tour 10,81,38,7.7,9,0.78
Tom Clancy's Splinter Cell: Double Agent,85,59,8.1,148,0.78
Naruto Shippuden: Ultimate Ninja Storm 2,74,31,8.5,39,0.78
Golden Sun: Dark Dawn,79,63,8.1,86,0.78
Fight Night Champion,86,59,7.4,105,0.78
Dead Island: Riptide,57,43,6.3,192,0.78
Star Wars The Clone Wars: Jedi Alliance,68,10,7.8,32,0.78
The World Ends With You,88,59,8.9,283,0.78
Drawn to Life,73,34,8.2,30,0.78
Sid Meier's Civilization Revolution,85,39,7.7,87,0.78
NBA 2K7,81,12,8.4,18,0.78
James Bond 007: Nightfire,80,17,8.6,46,0.78
Goldeneye 007: Reloaded,72,38,6.3,52,0.78
Rayman Origins,87,55,8.2,209,0.78
Aliens: Colonial Marines,48,47,3.8,449,0.77
Lips,71,43,7.4,34,0.77
MadWorld,81,74,8.6,176,0.77
Need for Speed: ProStreet,57,14,7.1,19,0.77
Perfect Dark Zero,81,75,7.3,229,0.77
Marvel Nemesis: Rise of the Imperfects,53,30,6.3,46,0.77
Need for Speed: Porsche Unleashed,78,13,8.5,24,0.77
Resident Evil: Operation Raccoon City,52,56,4.9,330,0.77
UFC Personal Trainer: The Ultimate Fitness System,70,36,6.5,15,0.77
Worms: Open Warfare,70,22,6.6,18,0.77
Star Wars Episode II: Attack of the Clones,38,14,5,6,0.77
Ghost Squad,69,42,7.5,31,0.77
Maximo: Ghosts to Glory,84,33,8.7,16,0.77
Donkey Kong Country 3,77,16,8.4,27,0.77
All-Star Baseball 2003,81,15,8.4,17,0.77
Unlimited Saga,45,26,3,29,0.77
Pokemon Dash,46,28,5.9,34,0.77
Dragon Ball: Raging Blast,57,26,7.2,58,0.77
Twisted Metal: Head On,79,45,8.2,38,0.77
Sonic Unleashed,66,5,6.7,49,0.76
Driv3r,56,57,4.7,69,0.76
ISS Pro Evolution,94,4,8.7,40,0.76
Need For Speed: Undercover,52,7,6.8,37,0.76
Metroid Prime Hunters,85,54,8,188,0.76
Bayonetta 2,91,80,8.2,1217,0.76
Star Wars Battlefront: Elite Squadron,63,25,8,41,0.76
Syphon Filter: The Omega Strain,65,47,6.9,30,0.76
The Sims 3,52,29,3.3,31,0.76
Mortal Kombat: Deception,81,53,8.8,24,0.76
That's So Raven,39,6,7.6,5,0.76
DJ Hero,87,22,7.6,19,0.76
Portal 2,95,52,8.8,5999,0.76
Duke Nukem Forever,51,48,4.9,278,0.76
Star Wars: The Force Unleashed II,71,10,7.8,31,0.76
Harry Potter and the Half-Blood Prince,60,35,6,8,0.75
Wall-E,67,8,8.4,9,0.75
Professor Layton and the Azran Legacy,81,58,7.9,86,0.75
Mega Man X5,76,10,8.9,55,0.75
Titanfall 2,89,56,8.4,704,0.75
Genji: Days of the Blade,55,46,5.8,30,0.75
Metal Gear Solid V: The Phantom Pain,95,10,7.3,900,0.75
Rockstar Games presents Table Tennis,81,75,7.8,69,0.75
Drawn to Life: The Next Chapter,58,22,6,8,0.75
PokePark 2: Wonders Beyond,60,18,7,27,0.75
DJ Hero 2,86,46,7.8,22,0.75
WWE SmackDown vs. Raw 2009,72,9,6,9,0.75
LEGO Batman 2: DC Super Heroes,72,6,5.2,25,0.75
SoulCalibur V,81,53,6.7,150,0.75
Shark Tale,69,30,6.5,6,0.75
Zone of the Enders,78,21,7.4,49,0.75
Pro Evolution Soccer 2015,82,56,7.2,386,0.75
Tony Hawk's Underground 2,83,55,7.8,12,0.75
Madden NFL 06,75,23,7.9,16,0.75
Raving Rabbids: Travel in Time,62,24,7.6,14,0.75
Capcom vs. SNK 2: Mark of the Millennium 2001,81,22,7.9,27,0.75
MVP 06 NCAA Baseball,76,27,9,18,0.75
Turok,69,63,7.1,120,0.75
Coded Arms,59,42,6.5,61,0.75
Final Fantasy Tactics A2: Grimoire of the Rift,80,47,6.9,106,0.75
The Lord of the Rings: Conquest,54,45,7.1,57,0.74
Band Hero,76,45,5.7,9,0.74
Burnout,79,25,7.7,33,0.74
Spectrobes,63,37,7.9,31,0.74
The Godfather II,67,53,7.2,50,0.74
Mortal Kombat: Unchained,70,19,8.8,31,0.74
Need for Speed: Shift,69,11,6.5,31,0.74
Dark Souls II,91,30,7.9,915,0.74
Assassin's Creed: Revelations,80,20,7.4,771,0.74
[Prototype 2],79,39,6.8,179,0.74
Midnight Club 3: DUB Edition,84,53,7.4,40,0.74
Resident Evil: Revelations,74,30,7.2,204,0.74
Tom Clancy's Rainbow Six: Vegas,60,20,7.1,31,0.74
Red Faction: Guerrilla,85,56,8.1,136,0.74
Ace Combat: Assault Horizon,77,28,6.7,82,0.74
Unreal Championship,83,29,8.2,24,0.74
Crysis 2,86,42,6.8,1594,0.74
Tales of Vesperia,79,67,8.2,264,0.74
MLB 13: The Show,87,36,7.8,114,0.74
LEGO Marvel Super Heroes,82,8,8,71,0.74
Namco Museum Remix,49,18,6.3,4,0.74
Sword of Mana,72,31,8.3,25,0.74
Marvel: Ultimate Alliance 2,74,48,7.3,51,0.73
Dragon Age: Inquisition,85,45,5.9,3926,0.73
Resonance of Fate,72,42,8,136,0.73
Pirates of the Caribbean: At World's End,55,24,6.9,19,0.73
Tiger Woods PGA Tour 08,79,30,6.6,7,0.73
Classic NES Series: Donkey Kong,55,15,4.8,4,0.73
Harvest Moon: Animal Parade,76,10,8.9,20,0.73
WWE SmackDown vs. Raw 2010,78,11,7.7,9,0.73
Style Savvy: Trendsetters,76,5,8,15,0.73
Final Fantasy XIII-2,79,50,6.3,268,0.73
Oddworld: Munch's Oddysee,80,30,8.7,32,0.73
Persona 4: Arena,86,47,7.7,180,0.73
Brink,72,39,5.8,168,0.73
NHL 11,88,49,7.7,71,0.73
NCAA Football 07,79,43,6.9,20,0.73
Full Spectrum Warrior,84,67,8.7,27,0.73
LEGO Marvel's Avengers,71,70,7,87,0.73
Katamari Damacy,86,55,9,86,0.73
